lineage,sense,BP,RI,DVG_type,read_counts_virema,read_counts_ditector,pBP_virema,pRI_virema,pBP_ditector,pRI_ditector,rpht_virema,rpht_ditector,length_dvg,p(real),strain,rep,program
E,neg,8225,229,Deletion_reverse,1,0,0.000277778,0.000544366,0,0.000532481,0.4248611766105425,0,2142,0.6806114575190567,B,1,virema
E,neg,8226,3679,Deletion_reverse,1,0,0.000277085,0.00030248,0,0.000297442,0.4248611766105425,0,5591,0.5858419083162543,B,1,virema
E,neg,8260,8257,Deletion_reverse,2,0,0.000569638,0.000567698,0,0.000569476,0.849722353,0,10135,0.7500543936069545,B,1,virema
E,neg,8264,8262,Deletion_reverse,1,0,0.000281452,0.00028547,0,0.000285714,0.4248611766105425,0,10136,0.6887741170167512,B,1,virema
E,neg,8266,8264,Deletion_reverse,2,0,0.000568343,0.000562905,0,0.000562905,0.849722353,0,10136,0.7647694863189877,B,1,virema
E,neg,8273,4254,Deletion_reverse,1,0,0.000280899,0.000409668,0,0.000238663,0.4248611766105425,0,6119,0.5782110995373112,B,1,virema
E,neg,8288,8285,Deletion_reverse,1,0,0.00030525,0.000304692,0,0.000282566,0.4248611766105425,0,10135,0.6892049290533685,B,1,virema
E,neg,8288,8286,Deletion_reverse,1,0,0.00030525,0.000304971,0,0.00029146,0.4248611766105425,0,10136,0.6782750834013876,B,1,virema
E,neg,8331,8329,Deletion_reverse,1,0,0.000456621,0.000454752,0,0.000431965,0.4248611766105425,0,10136,0.9154437104184073,B,1,virema
E,neg,8365,8363,Deletion_reverse,1,0,0.000745156,0.000759878,0,0.000731529,0.4248611766105425,0,10136,0.8281495296308667,B,1,virema
E,neg,8444,8442,Deletion_reverse,2,0,0.000710732,0.000724375,0,0.00081367,0.849722353,0,10136,0.7948080260565161,B,1,virema
E,neg,8475,8472,Deletion_reverse,2,0,0.000661376,0.000662471,0,0.000638162,0.849722353,0,10135,0.850261996,B,1,virema
E,neg,8482,8480,Deletion_reverse,2,0,0.000646831,0.000652529,0,0.000625195,0.849722353,0,10136,0.7156985516043399,B,1,virema
E,neg,8508,8508,Insertion_reverse,1,0,0.000324465,0.000324465,0,0.0003003,0.4248611766105425,0,10138,0.7928351322500047,B,1,virema
E,neg,8509,8507,Deletion_reverse,2,0,0.00064704,0.000649351,0,0.00060006,0.849722353,0,10136,0.8593400405058886,B,1,virema
E,neg,8519,2626,Deletion_reverse,1,0,0.000321958,0.001360544,0,0.000385356,0.4248611766105425,0,4245,0.6627690290036015,B,1,virema
E,neg,8545,8543,Deletion_reverse,2,0,0.000554785,0.000557103,0,0.000504286,0.849722353,0,10136,0.8478201339776873,B,1,virema
E,neg,8562,8559,Deletion_reverse,2,0,0.000510465,0.000512689,0,0.000511117,0.849722353,0,10135,0.8478201339776873,B,1,virema
E,neg,8570,8568,Deletion_reverse,1,0,0.000253229,0.000251004,0,0.000249875,0.4248611766105425,0,10136,0.7348737323535374,B,1,virema
E,neg,8572,5218,Deletion_reverse,1,0,0.000251509,0.000396197,0,0.000236239,0.4248611766105425,0,6784,0.7777383238407527,B,1,virema
E,neg,8579,8576,Deletion_reverse,1,0,0.000263158,0.000251004,0,0.000248201,0.4248611766105425,0,10135,0.5600724610943165,B,1,virema
E,neg,857,855,Deletion_reverse,1,0,0.000646831,0.000657895,0,0.000389257,0.4248611766105425,0,10136,0.6223582487429901,B,1,virema
E,neg,8585,8581,Deletion_reverse,1,0,0.000265675,0.000271223,0,0.000264901,0.4248611766105425,0,10134,0.5685932170339039,B,1,virema
E,neg,8585,8583,Deletion_reverse,1,0,0.000265675,0.00027115,0,0.000264061,0.4248611766105425,0,10136,0.57674009,B,1,virema
E,neg,8587,8584,Deletion_reverse,1,0,0.000275786,0.000265534,0,0.000259202,0.4248611766105425,0,10135,0.5028724328787817,B,1,virema
E,neg,8606,8604,Deletion_reverse,1,0,0.000358038,0.000339328,0,0.000301841,0.4248611766105425,0,10136,0.6772209836242381,B,1,virema
E,neg,863,6692,Insertion_reverse,1,0,0.000615006,0.000236742,0,0.00023596,0.4248611766105425,0,15967,0.5317962700311915,B,1,virema
E,neg,8690,5426,Deletion_reverse,1,0,0.000450248,0.000272109,0,0.000263019,0.4248611766105425,0,6874,0.5970274801983441,B,1,virema
E,neg,8690,8688,Deletion_reverse,1,0,0.000450248,0.00045208,0,0.00043573,0.4248611766105425,0,10136,0.5296365106663575,B,1,virema
E,neg,8729,8727,Deletion_reverse,1,0,0.000280584,0.000278319,0,0.000277008,0.4248611766105425,0,10136,0.8645403299577201,B,1,virema
E,neg,8764,8760,Deletion_reverse,1,0,0.000213904,0.000220022,0,0.000218914,0.4248611766105425,0,10134,0.5600724610943165,B,1,virema
E,neg,8770,8768,Deletion_reverse,1,0,0.000190331,0.000199283,0,0.000198059,0.4248611766105425,0,10136,0.5435873381999504,B,1,virema
E,neg,8778,8776,Deletion_reverse,1,0,0.000184809,0.000187371,0,0.000187196,0.4248611766105425,0,10136,0.7846392010153426,B,1,virema
E,neg,8781,7347,Deletion_reverse,1,0,0.000182548,0.000218675,0,0.000211506,0.4248611766105425,0,8704,0.551094542,B,1,virema
E,neg,8791,9822,Insertion_reverse,1,0,0.000168379,0.00075188,0,0.000721501,0.4248611766105425,0,11169,0.7860705227711604,B,1,virema
E,neg,8793,5299,Deletion_reverse,1,0,0.000167588,0.000312989,0,0.000277393,0.4248611766105425,0,6644,0.6414344055481733,B,1,virema
E,neg,8796,4708,Deletion_reverse,1,0,0.000170736,0.00018162,0,0.000155255,0.4248611766105425,0,6050,0.7686278015816007,B,1,virema
E,neg,8806,5218,Deletion_reverse,1,0,0.000167757,0.000396197,0,0.000236239,0.4248611766105425,0,6550,0.7493854847306107,B,1,virema
E,neg,8809,6210,Deletion_reverse,1,0,0.000167112,0.000331126,0,0.000275482,0.4248611766105425,0,7539,0.6586119103110727,B,1,virema
E,neg,8821,8819,Deletion_reverse,1,0,0.000185529,0.000186672,0,0.000192123,0.4248611766105425,0,10136,0.7544062235855075,B,1,virema
E,neg,8825,8823,Deletion_reverse,1,0,0.00018498,0.000185014,0,0.000189861,0.4248611766105425,0,10136,0.7340294319853399,B,1,virema
E,neg,8826,8823,Deletion_reverse,1,0,0.000185977,0.000185014,0,0.000189861,0.4248611766105425,0,10135,0.7150691235253781,B,1,virema
E,neg,8835,8835,Insertion_reverse,1,0,0.000191022,0.000191022,0,0.000193424,0.4248611766105425,0,10138,0.7798184448720323,B,1,virema
E,neg,8877,8874,Deletion_reverse,2,0,0.000531632,0.000526593,0,0.000526177,0.849722353,0,10135,0.777654995,B,1,virema
E,neg,8879,8877,Deletion_reverse,1,0,0.000264971,0.000265816,0,0.00026617,0.4248611766105425,0,10136,0.771697853,B,1,virema
E,neg,8885,8883,Deletion_reverse,1,0,0.00026062,0.000261917,0,0.000262192,0.4248611766105425,0,10136,0.7684871493915406,B,1,virema
E,neg,8900,8898,Deletion_reverse,1,0,0.000319387,0.000321958,0,0.000319693,0.4248611766105425,0,10136,0.813446877,B,1,virema
E,neg,8931,8931,Insertion_reverse,1,0,0.000382848,0.000382848,0,0.000328084,0.4248611766105425,0,10138,0.8310604031264118,B,1,virema
E,neg,9006,9004,Deletion_reverse,1,0,0.000232721,0.000235349,0,0.000216967,0.4248611766105425,0,10136,0.753113317,B,1,virema
E,neg,9010,9008,Deletion_reverse,1,0,0.000242072,0.000234028,0,0.000212993,0.4248611766105425,0,10136,0.7623096644085112,B,1,virema
E,neg,9020,9016,Deletion_reverse,1,0,0.000251446,0.000242954,0,0.000218962,0.4248611766105425,0,10134,0.7484098863399278,B,1,virema
E,neg,9065,9063,Deletion_reverse,1,0,0.000333667,0.00036062,0,0.000324359,0.4248611766105425,0,10136,0.5629882002861655,B,1,virema
E,neg,9122,7796,Deletion_reverse,1,0,0.000584112,0.000414079,0,0.000359454,0.4248611766105425,0,8812,0.7756215657737608,B,1,virema
E,neg,9172,2067,Deletion_reverse,1,0,0.000298507,0.001127396,0,0.000447828,0.4248611766105425,0,3033,0.5536706354490442,B,1,virema
E,neg,9212,9210,Deletion_reverse,1,0,0.000279642,0.000283688,0,0.000274424,0.4248611766105425,0,10136,0.723391593,B,1,virema
E,neg,9218,9216,Deletion_reverse,1,0,0.000279408,0.000280034,0,0.000279252,0.4248611766105425,0,10136,0.7798184448720323,B,1,virema
E,neg,9229,9227,Deletion_reverse,1,0,0.000278707,0.000277316,0,0.000276396,0.4248611766105425,0,10136,0.8685191378512176,B,1,virema
E,neg,9235,9232,Deletion_reverse,1,0,0.00026824,0.000273823,0,0.000273523,0.4248611766105425,0,10135,0.5600724610943165,B,1,virema
E,neg,9245,9243,Deletion_reverse,1,0,0.000251889,0.000251699,0,0.000251383,0.4248611766105425,0,10136,0.8739435647545136,B,1,virema
E,neg,924,921,Deletion_reverse,1,0,0.000503018,0.000503778,0,0.000480077,0.4248611766105425,0,10135,0.8902557845860166,B,1,virema
E,neg,9251,9247,Deletion_reverse,1,0,0.000239751,0.000248447,0,0.000248201,0.4248611766105425,0,10134,0.8575913879473411,B,1,virema
E,neg,9263,9261,Deletion_reverse,1,0,0.000241896,0.000234742,0,0.000233481,0.4248611766105425,0,10136,0.5811307574091374,B,1,virema
E,neg,927,925,Deletion_reverse,1,0,0.000503018,0.000500501,0,0.000478927,0.4248611766105425,0,10136,0.8304120611424171,B,1,virema
E,neg,9293,9290,Deletion_reverse,1,0,0.000411523,0.00041425,0,0.000395413,0.4248611766105425,0,10135,0.7806659733610289,B,1,virema
E,neg,9302,8421,Deletion_reverse,1,0,0.000406339,0.000479846,0,0.000477783,0.4248611766105425,0,9257,0.8317230298279664,B,1,virema
E,neg,931,929,Deletion_reverse,2,0,0.000998004,0.000996016,0,0.000959233,0.849722353,0,10136,0.7227868163421787,B,1,virema
E,neg,9409,9407,Deletion_reverse,2,0,0.000788333,0.000797766,0,0.000794597,0.849722353,0,10136,0.6077650492214175,B,1,virema
E,neg,9467,9464,Deletion_reverse,2,0,0.000542741,0.000596837,0,0.000540541,0.849722353,0,10135,0.6222523590078004,B,1,virema
E,neg,9477,9475,Deletion_reverse,1,0,0.000262467,0.000261097,0,0.000262329,0.4248611766105425,0,10136,0.8134084272725474,B,1,virema
E,neg,9479,9477,Deletion_reverse,1,0,0.00026137,0.000262467,0,0.000263366,0.4248611766105425,0,10136,0.6183932316359122,B,1,virema
E,neg,9488,4371,Deletion_reverse,1,0,0.000257136,0.000296033,0,0.000279486,0.4248611766105425,0,5021,0.8548973577825494,B,1,virema
E,neg,9499,9497,Deletion_reverse,1,0,0.000259673,0.000263227,0,0.00025355,0.4248611766105425,0,10136,0.7874436320548449,B,1,virema
E,neg,9502,9500,Deletion_reverse,2,0,0.000535045,0.000522466,0,0.00050025,0.849722353,0,10136,0.7739989012329298,B,1,virema
E,neg,9523,7149,Deletion_reverse,1,0,0.000343289,0.000369413,0,0.000337268,0.4248611766105425,0,7764,0.8493368624806749,B,1,virema
E,neg,9523,9521,Deletion_reverse,1,0,0.000343289,0.000340948,0,0.000330033,0.4248611766105425,0,10136,0.8656605508429337,B,1,virema
E,neg,9538,9538,Insertion_reverse,3,0,0.0009375,0.0009375,0,0.00091352,1.2745835298316275,0,10138,0.5527470004028385,B,1,virema
E,neg,9556,9552,Deletion_reverse,1,0,0.000321647,0.000314961,0,0.000291715,0.4248611766105425,0,10134,0.5685932170339039,B,1,virema
E,neg,9566,9564,Deletion_reverse,1,0,0.000287274,0.00029274,0,0.000268384,0.4248611766105425,0,10136,0.6772209836242381,B,1,virema
E,neg,9575,9573,Deletion_reverse,2,0,0.00055417,0.000561325,0,0.000515066,0.849722353,0,10136,0.6077650492214175,B,1,virema
E,neg,9580,9580,Insertion_reverse,1,0,0.000265887,0.000265887,0,0.000243546,0.4248611766105425,0,10138,0.6575958186675818,B,1,virema
E,neg,9588,9586,Deletion_reverse,1,0,0.000260146,0.000259471,0,0.000237473,0.4248611766105425,0,10136,0.8685191378512176,B,1,virema
E,neg,9590,3758,Deletion_reverse,1,0,0.000259943,0.000281294,0,0.000279955,0.4248611766105425,0,4306,0.7911616720965557,B,1,virema
E,neg,9603,9601,Deletion_reverse,3,0,0.000901172,0.000886525,0,0.000811688,1.2745835298316275,0,10136,0.8610163523614908,B,1,virema
E,neg,9677,9675,Deletion_reverse,2,0,0.000616903,0.00062422,0,0.000556948,0.849722353,0,10136,0.8330253706172402,B,1,virema
E,neg,9689,9686,Deletion_reverse,1,0,0.000331895,0.000324675,0,0.000286944,0.4248611766105425,0,10135,0.8029152683517271,B,1,virema
E,neg,9714,9712,Deletion_reverse,1,0,0.00031407,0.00031027,0,0.000286451,0.4248611766105425,0,10136,0.8616090216636108,B,1,virema
E,neg,9743,9741,Deletion_reverse,1,0,0.000297354,0.000297619,0,0.000278087,0.4248611766105425,0,10136,0.7517775803973971,B,1,virema
E,neg,9750,9748,Deletion_reverse,1,0,0.000298864,0.000296912,0,0.000277316,0.4248611766105425,0,10136,0.6961008682840282,B,1,virema
E,neg,9760,9862,Insertion_reverse,1,0,0.000297442,0.000788644,0,0.000777001,0.4248611766105425,0,10240,0.8135079694844378,B,1,virema
E,neg,9768,9766,Deletion_reverse,3,0,0.000893655,0.000894721,0,0.00083612,1.2745835298316275,0,10136,0.6901668127216851,B,1,virema
E,neg,9846,8131,Deletion_reverse,1,0,0.000924214,0.000514139,0,0.00019581,0.4248611766105425,0,8423,0.7691395716634195,B,1,virema
E,neg,9854,9854,Insertion_reverse,1,0,0.000888889,0.000888889,0,0.00081103,0.4248611766105425,0,10138,0.8897091143384258,B,1,virema
E,neg,9882,9880,Deletion_reverse,1,0,0.000788022,0.000784314,0,0.000771605,0.4248611766105425,0,10136,0.8559340479134115,B,1,virema
E,neg,9892,9892,Insertion_reverse,1,0,0.000783085,0.000783085,0,0.000780031,0.4248611766105425,0,10138,0.9051594924712142,B,1,virema
E,neg,9893,9891,Deletion_reverse,1,0,0.000778816,0.000788644,0,0.000783085,0.4248611766105425,0,10136,0.879943843,B,1,virema
E,neg,9909,9907,Deletion_reverse,2,0,0.001445087,0.001450326,0,0.001441961,0.849722353,0,10136,0.5431524615737743,B,1,virema
E,neg,9971,9967,Deletion_reverse,1,0,0.000502008,0.000508906,0,0.000461681,0.4248611766105425,0,10134,0.6522181036989873,B,1,virema
E,neg,9974,8682,Deletion_reverse,1,0,0.000490918,0.000394011,0,0.000381534,0.4248611766105425,0,8846,0.5292324473788853,B,1,virema
E,neg,9977,9975,Deletion_reverse,1,0,0.000480538,0.000486381,0,0.000445831,0.4248611766105425,0,10136,0.5322625894989866,B,1,virema
J,neg,10011,10008,Deletion_reverse,1,0,0.000576701,0.000576369,0,0.000565611,1.1734472359450356,0,10134,0.8794046205610728,A,1,virema
J,neg,10023,10019,Deletion_reverse,1,0,0.000577034,0.000574053,0,0.000563063,1.1734472359450356,0,10133,0.6886537875593847,A,1,virema
J,neg,128,7610,Insertion_reverse,1,0,0.000536193,0.000901713,0,0.000336022,1.1734472359450356,0,17619,0.6490697570597608,A,1,virema
J,neg,2272,2270,Deletion_reverse,1,0,0.00137931,0.001390821,0,0.000361795,1.1734472359450356,0,10135,0.6248090583368887,A,1,virema
J,neg,2279,6726,Insertion_reverse,1,0,0.000530504,0.000940734,0,0.000798085,1.1734472359450356,0,14584,0.5062506217704239,A,1,virema
J,neg,2284,2282,Deletion_reverse,1,0,0.000509944,0.000516262,0,0.000378358,1.1734472359450356,0,10135,0.6672306329482313,A,1,virema
J,neg,2313,2310,Deletion_reverse,3,0,0.002982107,0.002988048,0,0.002710027,3.520341707835107,0,10134,0.8179982475158883,A,1,virema
J,neg,2330,2330,Insertion_reverse,2,0,0.001821494,0.001821494,0,0.001754386,2.3468944718900713,0,10137,0.8539279832491762,A,1,virema
J,neg,2844,2842,Deletion_reverse,1,0,0.000861326,0.000869565,0,0.000610501,1.1734472359450356,0,10135,0.8198098542475442,A,1,virema
J,neg,2847,2845,Deletion_reverse,1,0,0.000846024,0.000851789,0,0.000603865,1.1734472359450356,0,10135,0.654160608,A,1,virema
J,neg,4056,4054,Deletion_reverse,1,0,0.00097371,0.00097371,0,0.000609385,1.1734472359450356,0,10135,0.8754811538433598,A,1,virema
J,neg,4830,4828,Deletion_reverse,1,0,0.001347709,0.001386963,0,0.000372578,1.1734472359450356,0,10135,0.5172636960537205,A,1,virema
J,neg,4920,4917,Deletion_reverse,1,0,0.000914913,0.000925069,0,0.000319183,1.1734472359450356,0,10134,0.8610163523614908,A,1,virema
J,neg,4992,4989,Deletion_reverse,1,0,0.001077586,0.001078749,0,0.000467071,1.1734472359450356,0,10134,0.7443957695360993,A,1,virema
J,neg,5061,5059,Deletion_reverse,3,0,0.001132931,0.001135933,0,0.001116902,3.520341707835107,0,10135,0.7356346690108635,A,1,virema
J,neg,5288,5285,Deletion_reverse,1,0,0.000754717,0.000762777,0,0.000274499,1.1734472359450356,0,10134,0.8516394521063205,A,1,virema
J,neg,5327,4879,Deletion_reverse,1,0,0.0008726,0.000359971,0,0.000286123,1.1734472359450356,0,9689,0.6268925387301425,A,1,virema
J,neg,5328,5326,Deletion_reverse,1,0,0.000867303,0.000893655,0,0.000334448,1.1734472359450356,0,10135,0.8403429022531005,A,1,virema
J,neg,5331,5329,Deletion_reverse,1,0,0.000863558,0.00086881,0,0.000328299,1.1734472359450356,0,10135,0.8650825155556017,A,1,virema
J,neg,5365,5362,Deletion_reverse,2,0,0.000635728,0.000630915,0,0.000631512,2.3468944718900713,0,10134,0.879943843,A,1,virema
J,neg,5382,5380,Deletion_reverse,1,0,0.000332447,0.000327439,0,0.000347705,1.1734472359450356,0,10135,0.5364606934701887,A,1,virema
J,neg,5394,5391,Deletion_reverse,1,0,0.000838926,0.000847458,0,0.000403877,1.1734472359450356,0,10134,0.8610163523614908,A,1,virema
J,neg,5401,5399,Deletion_reverse,1,0,0.000904159,0.000847458,0,0.000420521,1.1734472359450356,0,10135,0.5266772718236123,A,1,virema
J,neg,5433,5431,Deletion_reverse,1,0,0.000983284,0.000984252,0,0.000531632,1.1734472359450356,0,10135,0.887651402,A,1,virema
J,neg,5475,5475,Insertion_reverse,1,0,0.001001001,0.001001001,0,0.000619963,1.1734472359450356,0,10137,0.8897091143384258,A,1,virema
J,neg,5476,5474,Deletion_reverse,1,0,0.001003009,0.001004016,0,0.000622278,1.1734472359450356,0,10135,0.8897091143384258,A,1,virema
J,neg,5479,5477,Deletion_reverse,1,0,0.001,0.001001001,0,0.000621891,1.1734472359450356,0,10135,0.8897091143384258,A,1,virema
J,neg,5688,5685,Deletion_reverse,1,0,0.00088574,0.000940734,0,0.000472367,1.1734472359450356,0,10134,0.5013724298836724,A,1,virema
J,neg,5861,5858,Deletion_reverse,2,0,0.001014199,0.001032525,0,0.000697107,2.3468944718900713,0,10134,0.5266772718236123,A,1,virema
J,neg,5886,5884,Deletion_reverse,1,0,0.000886525,0.000891266,0,0.000308261,1.1734472359450356,0,10135,0.5512868958203924,A,1,virema
J,neg,5911,5909,Deletion_reverse,1,0,0.000336927,0.0003367,0,0.000304044,1.1734472359450356,0,10135,0.7001636933557881,A,1,virema
J,neg,5923,5920,Deletion_reverse,1,0,0.000346741,0.000347102,0,0.000327761,1.1734472359450356,0,10134,0.5265241649061115,A,1,virema
J,neg,6139,6137,Deletion_reverse,1,0,0.001631321,0.001733102,0,0.00033557,1.1734472359450356,0,10135,0.5592244262042734,A,1,virema
J,neg,6806,6803,Deletion_reverse,1,0,0.002557545,0.002724796,0,0.001111111,1.1734472359450356,0,10134,0.5302267780143956,A,1,virema
J,neg,7236,957,Deletion_reverse,1,0,0.000954198,0.000577034,0,0.000576701,1.1734472359450356,0,3858,0.5694489873006889,A,1,virema
J,neg,752,749,Deletion_reverse,1,0,0.000606796,0.000686342,0,0.000311236,1.1734472359450356,0,10134,0.5224602903723436,A,1,virema
J,neg,7763,7761,Deletion_reverse,1,0,0.002314815,0.002325581,0,0.000627353,1.1734472359450356,0,10135,0.7375698248168299,A,1,virema
J,neg,7802,7800,Deletion_reverse,1,0,0.00117096,0.001194743,0,0.000961538,1.1734472359450356,0,10135,0.5023505919209824,A,1,virema
J,neg,7826,7823,Deletion_reverse,1,0,0.000890472,0.000890472,0,0.000786782,1.1734472359450356,0,10134,0.8897091143384258,A,1,virema
J,neg,808,808,Insertion_reverse,2,0,0.002442002,0.002442002,0,0.000683527,2.3468944718900713,0,10137,0.7047607924391492,A,1,virema
J,neg,8247,8245,Deletion_reverse,1,0,0.000675676,0.000680272,0,0.000365497,1.1734472359450356,0,10135,0.5176604367495578,A,1,virema
J,neg,8261,8258,Deletion_reverse,1,0,0.000623053,0.000628141,0,0.00040032,1.1734472359450356,0,10134,0.8055429455027613,A,1,virema
J,neg,8267,8265,Deletion_reverse,1,0,0.000620347,0.000620347,0,0.000404531,1.1734472359450356,0,10135,0.844802632,A,1,virema
J,neg,846,844,Deletion_reverse,1,0,0.000537924,0.000542594,0,0.000315358,1.1734472359450356,0,10135,0.7406465602645622,A,1,virema
J,neg,855,852,Deletion_reverse,1,0,0.000501002,0.000516262,0,0.000314663,1.1734472359450356,0,10134,0.6916440867813485,A,1,virema
J,neg,868,866,Deletion_reverse,1,0,0.000477099,0.000485909,0,0.000305437,1.1734472359450356,0,10135,0.811617372,A,1,virema
J,neg,889,887,Deletion_reverse,1,0,0.000453309,0.000458085,0,0.000328623,1.1734472359450356,0,10135,0.8497382845962449,A,1,virema
J,neg,930,928,Deletion_reverse,1,0,0.00043573,0.000437828,0,0.000434783,1.1734472359450356,0,10135,0.5130850336079471,A,1,virema
J,neg,9567,9565,Deletion_reverse,1,0,0.001094092,0.001102536,0,0.00039604,1.1734472359450356,0,10135,0.6053532832923654,A,1,virema
J,neg,956,954,Deletion_reverse,1,0,0.000576369,0.000573394,0,0.000572738,1.1734472359450356,0,10135,0.8478201339776873,A,1,virema
J,neg,9661,9659,Deletion_reverse,1,0,0.0025,0.00265252,0,0.000332779,1.1734472359450356,0,10135,0.5939519510898917,A,1,virema
J,neg,10013,10011,Deletion_reverse,1,0,0.000573723,0.000574383,0,0.000564016,0.6079175177511915,0,10136,0.8825943949811842,B,1,virema
J,neg,10018,8932,Deletion_reverse,1,0,0.000572738,0.000484496,0,0.000481696,0.6079175177511915,0,9052,0.7462877860701366,B,1,virema
J,neg,10038,10112,Insertion_reverse,1,0,0.000578704,0.003745318,0,0.003521127,0.6079175177511915,0,10212,0.7555297329458979,B,1,virema
J,neg,10039,10037,Deletion_reverse,3,0,0.001733102,0.001732102,0,0.001727116,1.8237525532535743,0,10136,0.7775326196752455,B,1,virema
J,neg,1487,1485,Deletion_reverse,1,0,0.00077821,0.000782473,0,0.000535906,0.6079175177511915,0,10136,0.6686185120938654,B,1,virema
J,neg,1517,1515,Deletion_reverse,1,0,0.000582072,0.000581058,0,0.00047619,0.6079175177511915,0,10136,0.9051594924712142,B,1,virema
J,neg,1537,1535,Deletion_reverse,3,0,0.001774098,0.001808318,0,0.001727116,1.8237525532535743,0,10136,0.5022379654857243,B,1,virema
J,neg,1545,1634,Insertion_reverse,1,0,0.000581395,0.000942507,0,0.000846024,0.6079175177511915,0,10227,0.7575273378921269,B,1,virema
J,neg,1571,1568,Deletion_reverse,1,0,0.000564972,0.000577367,0,0.000575705,0.6079175177511915,0,10135,0.8254211073463699,B,1,virema
J,neg,1607,1605,Deletion_reverse,1,0,0.000656168,0.00068306,0,0.000682128,0.6079175177511915,0,10136,0.8254211073463699,B,1,virema
J,neg,1609,6931,Insertion_reverse,1,0,0.000646412,0.000444247,0,0.000429369,0.6079175177511915,0,15460,0.7473879525791308,B,1,virema
J,neg,188,186,Deletion_reverse,1,0,0.000433276,0.000437828,0,0.000437063,0.6079175177511915,0,10136,0.8336203608963249,B,1,virema
J,neg,193,191,Deletion_reverse,1,0,0.000434028,0.000433651,0,0.000433088,0.6079175177511915,0,10136,0.8793590995416584,B,1,virema
J,neg,214,212,Deletion_reverse,1,0,0.000455789,0.000456621,0,0.000455996,0.6079175177511915,0,10136,0.8798206828262531,B,1,virema
J,neg,2164,2162,Deletion_reverse,1,0,0.000524109,0.000529381,0,0.000409333,0.6079175177511915,0,10136,0.8055429455027613,B,1,virema
J,neg,2171,5292,Insertion_reverse,1,0,0.000504286,0.000453926,0,0.000271444,0.6079175177511915,0,13259,0.5853800100983657,B,1,virema
J,neg,217,215,Deletion_reverse,1,0,0.000455789,0.000455789,0,0.000454752,0.6079175177511915,0,10136,0.8820027527313847,B,1,virema
J,neg,2193,2190,Deletion_reverse,1,0,0.000422476,0.000433651,0,0.000372717,0.6079175177511915,0,10135,0.5092488990450342,B,1,virema
J,neg,2226,2289,Insertion_reverse,1,0,0.000493583,0.00036324,0,0.000368189,0.6079175177511915,0,10201,0.6715339032497598,B,1,virema
J,neg,2244,2244,Insertion_reverse,1,0,0.000521376,0.000521376,0,0.00041841,0.6079175177511915,0,10138,0.7967160176553068,B,1,virema
J,neg,2245,2243,Deletion_reverse,1,0,0.000523013,0.000518672,0,0.000417188,0.6079175177511915,0,10136,0.8019369963003041,B,1,virema
J,neg,2266,2264,Deletion_reverse,1,0,0.00045208,0.000449438,0,0.000358038,0.6079175177511915,0,10136,0.7735741426214632,B,1,virema
J,neg,2288,2286,Deletion_reverse,1,0,0.00036483,0.000362976,0,0.000364697,0.6079175177511915,0,10136,0.7444130580266398,B,1,virema
J,neg,2296,2294,Deletion_reverse,1,0,0.000379939,0.00037037,0,0.000378788,0.6079175177511915,0,10136,0.7092604348659538,B,1,virema
J,neg,2825,2823,Deletion_reverse,1,0,0.00067981,0.000675676,0,0.000480769,0.6079175177511915,0,10136,0.7691987378886352,B,1,virema
J,neg,2835,2831,Deletion_reverse,1,0,0.000662252,0.00068306,0,0.000526593,0.6079175177511915,0,10134,0.6222523590078004,B,1,virema
J,neg,2907,2905,Deletion_reverse,1,0,0.000567859,0.00058309,0,0.000460405,0.6079175177511915,0,10136,0.5475737644692003,B,1,virema
J,neg,2917,2915,Deletion_reverse,1,0,0.000539084,0.000541126,0,0.000433839,0.6079175177511915,0,10136,0.8471755188852002,B,1,virema
J,neg,2930,5079,Insertion_reverse,1,0,0.00054615,0.000788644,0,0.000337952,0.6079175177511915,0,12287,0.6472879786974598,B,1,virema
J,neg,2966,2963,Deletion_reverse,4,0,0.001838235,0.001851852,0,0.001383604,2.431670071004766,0,10135,0.7672831793651854,B,1,virema
J,neg,2972,2970,Deletion_reverse,1,0,0.000445633,0.000455373,0,0.000338295,0.6079175177511915,0,10136,0.6337801276792641,B,1,virema
J,neg,2991,2989,Deletion_reverse,1,0,0.000395883,0.000398565,0,0.000315756,0.6079175177511915,0,10136,0.7928351322500047,B,1,virema
J,neg,3014,3011,Deletion_reverse,1,0,0.000371058,0.000371885,0,0.000288351,0.6079175177511915,0,10135,0.7349739597659367,B,1,virema
J,neg,3040,3038,Deletion_reverse,1,0,0.000475285,0.000469925,0,0.00036075,0.6079175177511915,0,10136,0.7336318694788477,B,1,virema
J,neg,3114,5297,Insertion_reverse,1,0,0.00308642,0.000489476,0,0.000292398,0.6079175177511915,0,12321,0.60702461,B,1,virema
J,neg,3202,8186,Insertion_reverse,1,0,0.000688231,0.000573723,0,0.000295858,0.6079175177511915,0,15122,0.6844990042240238,B,1,virema
J,neg,3218,3216,Deletion_reverse,2,0,0.001268231,0.001272265,0,0.001220256,1.215835035502383,0,10136,0.7317010751014462,B,1,virema
J,neg,3225,3223,Deletion_reverse,1,0,0.00062461,0.000625782,0,0.000524384,0.6079175177511915,0,10136,0.875192097,B,1,virema
J,neg,3258,3256,Deletion_reverse,1,0,0.000479846,0.000478469,0,0.000446628,0.6079175177511915,0,10136,0.9011714139788329,B,1,virema
